id,clip_filename,duration,reviewed_sheng_transcript,original_asr_transcript,audio_filepath,source_origin
sheng_rev_0127,Sheng0004_00012.wav,13.62,"We are going to renew a house against us. We are going to renew a house against us. We are going to renew a house against us. We are going to renew a house against us. We are going to renew a house against us. Who are we captaining this weekend? Last week, what only check?","We are going to renew a house against us. We are going to renew a house against us. We are going to renew a house against us. We are going to renew a house against us. We are going to renew a house against us. Who are we captaining this weekend? Last week, what only check?",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0004/Sheng0004_00012.wav,Sheng0004
sheng_rev_0128,Sheng0005_00000.wav,11.78,Bosti ni meleka Bosti ni mele,Bosti ni meleka Bosti ni meleka Bosti ni meleka Bosti ni meleka Bosti ni meleka Bosti ni meleka Bosti ni meleka Bosti ni meleka Bosti ni meleka Bosti ni meleka Bosti ni meleka Bosti ni meleka Bosti ni meleka Bosti ni meleka Bosti ni meleka Bosti ni meleka Bosti ni meleka Bosti ni meleka Bosti ni meleka Bosti ni meleka Bosti ni meleka Bosti ni meleka Bosti ni meleka Bosti ni meleka Bosti ni meleka Bosti ni meleka Bosti ni meleka Bosti ni meleka Bosti ni meleka Bosti ni meleka Bosti ni meleka Bosti ni mele,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0005/Sheng0005_00000.wav,Sheng0005
sheng_rev_0129,Sheng0005_00001.wav,7.51,"So, my name is Kevin Matthews. I'm responsible for delivering the digital experience over at KCB.","So, my name is Kevin Matthews. I'm responsible for delivering the digital experience over at KCB.",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0005/Sheng0005_00001.wav,Sheng0005
sheng_rev_0130,Sheng0005_00003.wav,4.69,What does common sense actually mean and what should they take away from e-campaniyote?,What does common sense actually mean and what should they take away from e-campaniyote?,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0005/Sheng0005_00003.wav,Sheng0005
sheng_rev_0131,Sheng0005_00004.wav,13.62,So the idea that the campaign running now as KCB is common sense and what we're looking at is ensuring that customers understand what their daily financial decisions are.,So the idea that the campaign running now as KCB is common sense and what we're looking at is ensuring that customers understand what their daily financial decisions are.,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0005/Sheng0005_00004.wav,Sheng0005
sheng_rev_0132,Sheng0005_00005.wav,13.97,"And how they impact their particular life. So we want customers to be aware and public at large on how the small financial decisions that they make, we know it's a Friday like today, you're going to go out to the club.","And how they impact their particular life. So we want customers to be aware and public at large on how the small, small financial decisions that they make, we know it's a Friday like today, you're going to go out to the club.",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0005/Sheng0005_00005.wav,Sheng0005
sheng_rev_0133,Sheng0005_00006.wav,13.97,"Or an event, I saw Fali is in town, so you'll be going there to spend your money. What you're telling is from a common sense perspective, you need to manage your financial decisions better.","Or an event, I saw Fali is in town, so you'll be going there to spend your money. What you're telling is from a common sense perspective, you need to manage your financial decisions better.",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0005/Sheng0005_00006.wav,Sheng0005
sheng_rev_0134,Sheng0005_00007.wav,8.25,"...for you to be able to start seeing more benefits. So your money. And now, right down at your bank, you'll be changed significantly through the years master.","...for you to be able to start seeing more benefits. So your money. And now, right down at your bank, you'll be changed significantly through the years master.",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0005/Sheng0005_00007.wav,Sheng0005
sheng_rev_0135,Sheng0005_00008.wav,12.97,"Sosai kuna Genzi maalia, lew kujiwa smart banking ina kaji sai and how is KCD responding to change in, you know, customer expectation? Right, so the new KCD mobile banking up.","Sosai kuna Genzi maalia, lew kujiwa smart banking ina kaji sai and how is KCD responding to change in, you know, customer expectation? Right, so the new KCD mobile banking up.",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0005/Sheng0005_00008.wav,Sheng0005
sheng_rev_0136,Sheng0005_00010.wav,10.96,"At KCB we have continued to invest in the digital solutions, of course we know what the market is offering and KCB is regional so we are also in other countries that is...","At KCB we have continued to invest in the digital solutions, of course we know what the market is offering and KCB is regional so we are also in other countries that is...",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0005/Sheng0005_00010.wav,Sheng0005
sheng_rev_0137,Sheng0005_00011.wav,4.04,"Tizania, South Sudan, Kuzundi, Uganda, Wanda.","Tizania, South Sudan, Kuzundi, Uganda, Wanda.",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0005/Sheng0005_00011.wav,Sheng0005
sheng_rev_0138,Sheng0005_00012.wav,10.09,"So what we get from feedback from our customers is to put it back into the pipeline. So we listen to our customers, we listen to what the market is saying at large and what it has been talking about.","So what we get from feedback from our customers is to put it back into the pipeline. So we listen to our customers, we listen to what the market is saying at large and what it has been talking about.",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0005/Sheng0005_00012.wav,Sheng0005
sheng_rev_0139,Sheng0005_00013.wav,13.34,"We are being able to basically integrate into their life and through the digital solutions that we are actually doing, we are trying to convince our customers and the public that loves that.","We are being able to basically integrate into their life and through the digital solutions that we are actually doing, we are trying to convince our customers and the public that loves that.",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0005/Sheng0005_00013.wav,Sheng0005
sheng_rev_0140,Sheng0006_00000.wav,17.85,"So nini, kata ends up afungia van 11. Eh, abo sawa. So 70, prediction? 50. Or maybe 51. I think it's gonna be a lot of gold. Home? Yeah. I will maybe do nimi kese matuwa. Tony Kims, who's playing first?","So nini, kata ends up afungia van 11. Eh, abo sawa. So 70, prediction? 50. Or maybe 51. I think it's gonna be a lot of gold. Home? Yeah. I will maybe do nimi kese matuwa. Tony Kims, who's playing first?",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0006/Sheng0006_00000.wav,Sheng0006
sheng_rev_0141,Sheng0006_00001.wav,11.81,"Ia panaani ilege unafakua reili because you can tunanguji a first of all Sunday, we all agree about that, to kupamoja, tunanguji a Sunday, but the first game is tonight'sunday.","Ia panaani ilege unafakua reili because you can tunanguji a first of all Sunday, we all agree about that, to kupamoja, tunanguji a Sunday, but the first game is tonight's Sunday.",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0006/Sheng0006_00001.wav,Sheng0006
sheng_rev_0142,Sheng0006_00002.wav,8.18,"Ipswich Town v. Liverpool. Na Liverpoolu ame kuwa, kifawati drop stinkas. Eriki jiru sijuka, kwa saa... Ipswich Town vs Liverpool.","Ipswich Town v. Liverpool. Na Liverpoolu ame kuwa, kifawati drop stinkas. Eriki jiru sijuka, kwa saa... Ipswich Town vs Liverpool.",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0006/Sheng0006_00002.wav,Sheng0006
sheng_rev_0143,Sheng0006_00006.wav,4.78,"Next, Keshio, Ali Kikofi, Tokwanyu Kasu Basizbolma.","Next, Keshio, Ali Kikofi, Tokwanyu Kasu Basizbolma.",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0006/Sheng0006_00006.wav,Sheng0006
sheng_rev_0144,Sheng0006_00009.wav,13.61,Kupas ni this win man. One attack here in Biasana. Nasroteza kwa the same kuna like 4 games. Kuna actually 5 games at 5pm here tomorrow. So Man City Coventry.,Kupas ni this win man. One attack here in Biasana. Nasroteza kwa the same kuna like 4 games. Kuna actually 5 games at 5pm here tomorrow. So Man City Coventry.,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0006/Sheng0006_00009.wav,Sheng0006
sheng_rev_0145,Sheng0006_00010.wav,12.35,Apo hala dada pika pa wakata. Skillimandiai. Enzo nuna. Enzo afungi afa jileminei. Apo sawa.,Apo hala dada pika pa wakata. Skillimandiai. Skillimandiai. Enzo nuna. Enzo afungi afa jileminei. Apo sawa.,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0006/Sheng0006_00010.wav,Sheng0006
sheng_rev_0146,Sheng0006_00011.wav,2.55,"So, Siti, hadikshen, faibiniru.","So, Siti, hadikshen, faibiniru.",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0006/Sheng0006_00011.wav,Sheng0006
sheng_rev_0147,Sheng0007_00002.wav,12.79,Uki share jesta sii mwanda.,"Uki share jesta sii mwanda, mwanda, mwanda, mwanda, mwanda, mwanda, mwanda, mwanda, mwanda, mwanda, mwanda, mwanda, mwanda, mwanda, mwanda, mwanda, mwanda, mwanda, mwanda, mwanda, mwanda, mwanda.",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0007/Sheng0007_00002.wav,Sheng0007
sheng_rev_0148,Sheng0007_00005.wav,13.59,"Eh, wana na kuhu niya jema. Una kuna jesu usurendo role model wa mba badis wu kuivi. Anu na jesu chwa kwa. So badi wakwa tawana ju PSU mba badi. No, but how does she go to the hospital?","Eh, wana na kuhu niya jema. Una kuna jesu usurendo role model wa mba badis wu kuivi. Anu na jesu chwa kwa. So badi wakwa tawana ju PSU mba badi. No, but how does she go to the hospital?",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0007/Sheng0007_00005.wav,Sheng0007
sheng_rev_0149,Sheng0007_00006.wav,6.87,Nai maginiliw me kazo nita jitu kwa iya. The best thing is that kanibi is a weird.,Nai maginiliw me kazo nita jitu kwa iya. The best thing is that kanibi is a weird.,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0007/Sheng0007_00006.wav,Sheng0007
sheng_rev_0150,Sheng0007_00007.wav,10.22,"So iswa liya kwa liza kujibule wisi. She could boast that. Nyaaaaww, nami sure how I take her down.","So iswa liya kwa liza kujibule wisi. She could boast that. Nyaaaaww, nami sure how I take her down.",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0007/Sheng0007_00007.wav,Sheng0007
sheng_rev_0151,Sheng0008_00000.wav,9.77,Universtity. Onmyangushapu evo dress koningine muwetizu. Mepospale vo online nansana shangarada. Rada ni gani bro.,Universtity. Onmyangushapu evo dress koningine muwetizu. Mepospale vo online nansana shangarada. Rada ni gani bro.,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0008/Sheng0008_00000.wav,Sheng0008
sheng_rev_0152,Sheng0008_00001.wav,14.34,"See, with this new dress called the Cabaret University, shoryas will only wear skirts and dresses. And it's got two inches below the knees. Babes cannot wear trousers.","See, with this new dress called the Cabaret University, shoryas will only wear skirts and dresses. And it's got two inches below the knees. Babes cannot wear trousers.",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0008/Sheng0008_00001.wav,Sheng0008
sheng_rev_0153,Sheng0008_00003.wav,16.52,Nama niwa atu tu wa sasiko. Nuna juna seleksi unitzako zote zikwe on-line. Uba ipa si mamboya minguo. But fear... It actually applies to on-line students. Silekata kwa pwa na kujeki. Kamega kamera onsen asimu kuna dredi jets nyo.,Nama niwa atu tu wa sasiko. Nuna juna seleksi unitzako zote zikwe on-line. Uba ipa si mamboya minguo. But fear... It actually applies to on-line students. Silekata kwa pwa na kujeki. Kamega kamera onsen asimu kuna dredi jets nyo.,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0008/Sheng0008_00003.wav,Sheng0008
sheng_rev_0154,Sheng0008_00004.wav,13.43,"Nai kata koshu wa nimeva trauza. Ruwa na klasikata. Ay! Pa napa java, zapa rina, nini su na tu apokana. Sini kukwakitanda. Kuna na nime toga.","Nai kata koshu wa nimeva trauza. Ruwa na klasikata. Ay! Pa napa java, zapa rina, nini su na tu apokana. Sini kukwakitanda. Kuna na nime toga.",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0008/Sheng0008_00004.wav,Sheng0008
sheng_rev_0155,Sheng0008_00006.wav,4.39,"Mi naskiya, the best kwa bia tuni dress, how you want to be addressed. Tani pata.","Mi naskiya, the best kwa kwa bia tuni dress, how you want to be addressed. Tani pata.",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0008/Sheng0008_00006.wav,Sheng0008
sheng_rev_0156,Sheng0008_00008.wav,11.63,"Mastudens waka e sharp ni mimimi, pato unge wukwemi. Mdwa neza kwa meva suhti, na kimi gaibi tuba doko kikiwa. So, it's best to say...","Mastudens waka waka e sharp ni mimimi, pato unge wukwemi. Mdwa neza kwa meva suhti, na kimi gaibi tuba doko kikiwa. So, it's best to say...",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0008/Sheng0008_00008.wav,Sheng0008
sheng_rev_0157,Sheng0008_00010.wav,14.57,Kata ikuwefupi. Kata ekuwefupi.,Kata ikuwefupi. Kata ikuwefupi. Kata ikuwefupi. Kata ikuwefupi. Kata ikuwefupi. Kata ikuwefupi. Kata ekuwefupi. Kata ekuwefupi. Kata ekuwefupi. Kata ekuwefupi. Kata ekuwefupi. Kata ekuwefupi. Kata ekuwefupi. Kata ekuwefupi. Kata ekuwefupi. Kata ekuwefupi. Kata ekuwefupi. Kata ekuwefupi. Kata ekuwefupi. Kata ekuwefupi.,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0008/Sheng0008_00010.wav,Sheng0008
sheng_rev_0158,Sheng0008_00013.wav,8.75,"Nima kwa mbiyayade, Chianki. Tsu sa, Chianki mtuka wewa uwezi suma. Nibi checki kabaraki university. Omia mbusha apu evo.","Nima kwa mbiyayade, Chianki. Tsu sa, Chianki mtuka wewa uwezi suma. Nibi checki kabaraki university. Omia mbusha apu evo.",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0008/Sheng0008_00013.wav,Sheng0008
sheng_rev_0159,Sheng0009_00000.wav,13.66,Trakt. There is millions on the table but your terms are being ignored and they are being violated. Are you swallowing all that disrespect and doing the job just to get paid? Ama are you walking away from the money?,Trakt. There is millions on the table but your terms are being ignored and they are being violated. Are you swallowing all that disrespect and doing the job just to get paid? Ama are you walking away from the money?,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0009/Sheng0009_00000.wav,Sheng0009
sheng_rev_0160,Sheng0009_00003.wav,14.27,"Naki lam sayu tikiyo, yoku senyole kapaleku nyimtandao, naki lam sayu tikiyo, yoku senyole kapaleku nyimtandao, naki lam sayu tikiyo, yoku senyole kapaleku nyimtandao, naki lam sayu tikiyo, yoku senyole kapaleku nyimtandao, naki lam sayu tikiyo, yoku senyole kapaleku nyimtandao, naki lam sayu tikiyo, yoku senyole kapaleku nyimtandao, naki lam sayu tikiyo, yoku senyole kapaleku nyimtandao, naki lam sayu tikiyo, yoku senyole kapaleku nyimtandao, naki lam sayu tikiyo, yoku senyole kapaleku nyimtanda","Naki lam sayu tikiyo, yoku senyole kapaleku nyimtandao, naki lam sayu tikiyo, naki lam sayu tikiyo, yoku senyole kapaleku nyimtandao, naki lam sayu tikiyo, yoku senyole kapaleku nyimtandao, naki lam sayu tikiyo, yoku senyole kapaleku nyimtandao, naki lam sayu tikiyo, yoku senyole kapaleku nyimtandao, naki lam sayu tikiyo, yoku senyole kapaleku nyimtandao, naki lam sayu tikiyo, yoku senyole kapaleku nyimtandao, naki lam sayu tikiyo, yoku senyole kapaleku nyimtandao, naki lam sayu tikiyo, yoku senyole kapaleku nyimtanda",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0009/Sheng0009_00003.wav,Sheng0009
sheng_rev_0161,Sheng0009_00004.wav,13.36,Na kodoma ni kuna agu na kwa,Na kodoma ni kuna agu na agu na kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0009/Sheng0009_00004.wav,Sheng0009
sheng_rev_0162,Sheng0009_00006.wav,7.44,...and substantial financial losses ensays this land of the withdrawal through social media. Hawa kutu onia.,...and substantial financial losses ensays this land of the withdrawal through social media. Hawa kutu onia.,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0009/Sheng0009_00006.wav,Sheng0009
sheng_rev_0163,Sheng0009_00007.wav,12.87,"Aukuza katomia. Ok. Sinsa tuizia ya wanwa, ikitwa tuizia ifa ya wanwa. Nasewa masitu lewa na palia kunyem tanda wa manze, kunyem yu sasa. Now the court hasn't yet determined who breached the agreement or what damages. If any...","Aukuza katomia. Ok. Sinsa tuizia ya wanwa, ikitwa tuizia ifa ya wanwa. Nasewa wanwa. Nasewa masitu lewa na palia kunyem tanda wa manze, kunyem yu sasa. Now the court hasn't yet determined who breached the agreement or what damages. If any...",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0009/Sheng0009_00007.wav,Sheng0009
sheng_rev_0164,Sheng0009_00008.wav,21.63,"...are payable, but this was a concert that claimed some lives and our hearts do go out to the families and the loved ones of the guys who are affected. Kwa sayi ni sana wali umianaiki to men. For me, as Ania, hachali jitetemini mwenye, it's always more than the money man, it's not just about the money drop. I feel like professionalism has a part to pay in making money.","...are payable, but this was a concert that claimed some lives and our hearts do go out to the families and the loved ones of the guys who are affected. Kwa sayi ni sana wali umianaiki to men. For me, as Ania, hachali jitetemini mwenye, it's always more than the money man, it's not just about the money drop. I feel like professionalism has a part to pay in making money.",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0009/Sheng0009_00008.wav,Sheng0009
sheng_rev_0165,Sheng0009_00010.wav,12.84,"Nisha kwa miniyajineyo kontrakte yewe. I don'trust you to see that contract to the very end. If apakatikati na doku, but misha moda mii, I trust a new man. And as much as ginakodong have been sued, they've been taken to court.","Nisha kwa miniyajineyo kontrakte yewe. I don't trust you to see that contract to the very end. If apakatikati na doku, but misha moda mii, I trust a new man. And as much as ginakodong have been sued, they've been taken to court.",/home/ray/Desktop/mkuru/dataset/segmented/Sheng0009/Sheng0009_00010.wav,Sheng0009
